Open,High,Low,Close,Volume
12147.75,12150.299805,12010.599609,12035.799805,538100.0
12100.400391,12103.549805,11945.849609,11962.099609,771300.0
11627.450195,11749.849609,11614.5,11707.900391,669800.0
11786.25,11986.150391,11783.400391,11979.650391,560400.0
12005.849609,12098.150391,11953.349609,12089.150391,758000.0
12120.0,12160.599609,12084.650391,12137.950195,565100.0
12151.150391,12154.700195,12073.950195,12098.349609,473500.0
12102.349609,12103.549805,11990.75,12031.5,524700.0
12108.400391,12172.299805,12099.0,12107.900391,480000.0
12151.0,12231.75,12144.299805,12201.200195,411700.0
12219.549805,12225.650391,12139.799805,12174.650391,501200.0
12190.150391,12246.700195,12091.200195,12113.450195,622800.0
12131.799805,12159.599609,12037.0,12045.799805,0.0
12028.25,12030.75,11908.049805,11992.5,676900.0
12090.599609,12134.700195,12042.099609,12125.900391,513600.0
12119.0,12152.0,12071.450195,12080.849609,502600.0
12012.549805,12012.549805,11813.400391,11829.400391,490800.0
11877.5,11883.049805,11779.900391,11797.900391,461000.0
11738.549805,11783.25,11639.599609,11678.5,567600.0
11661.25,11663.849609,11536.700195,11633.299805,608600.0
11382.0,11384.799805,11175.049805,11201.75,809900.0
11387.349609,11433.0,11036.25,11132.75,680800.0
11217.549805,11342.25,11152.549805,11303.299805,696500.0
11351.349609,11356.599609,11082.150391,11251.0,797700.0
11306.049805,11389.5,11244.599609,11269.0,1352500.0
10942.650391,11035.099609,10827.400391,10989.450195,1811000.0
10742.049805,10751.549805,10294.450195,10451.450195,1565500.0
10334.299805,10545.099609,10334.0,10458.400391,1218500.0
10039.950195,10040.75,9508.0,9590.150391,1343500.0
9107.599609,10159.400391,8555.150391,9955.200195,1388000.0
9587.799805,9602.200195,9165.099609,9197.400391,897700.0
9285.400391,9403.799805,8915.599609,8967.049805,935600.0
9088.450195,9127.549805,8407.049805,8468.799805,1516600.0
8063.299805,8575.450195,7832.549805,8263.450195,925700.0
8284.450195,8883.0,8178.200195,8745.450195,1071500.0
7945.700195,8159.25,7583.600098,7610.25,653500.0
7848.299805,8036.950195,7511.100098,7801.049805,738400.0
7735.149902,8376.75,7714.75,8317.849609,736900.0
8451.0,8749.049805,8304.900391,8641.450195,865600.0
8949.099609,9038.900391,8522.900391,8660.25,801500.0
8385.950195,8576.0,8244.0,8281.099609,593300.0
8529.349609,8678.299805,8358.0,8597.75,712700.0
8584.099609,8588.099609,8198.349609,8253.799805,506300.0
8356.549805,8356.549805,8055.799805,8083.799805,697000.0
8446.299805,8819.400391,8360.950195,8792.200195,814200.0
8688.900391,9131.700195,8653.900391,8748.75,896500.0
8973.049805,9128.349609,8904.549805,9111.900391,742100.0
9103.950195,9112.049805,8912.400391,8993.849609,644000.0
9196.400391,9261.200195,8874.099609,8925.299805,879100.0
8851.25,9053.75,8821.900391,8992.799805,719400.0
9323.450195,9324.0,9091.349609,9266.75,684200.0
9390.200195,9390.849609,9230.799805,9261.849609,726400.0
9016.950195,9044.400391,8909.400391,8981.450195,655100.0
9026.75,9209.75,8946.25,9187.299805,734400.0
9232.349609,9343.599609,9170.150391,9313.900391,666700.0
9163.900391,9296.900391,9141.299805,9154.400391,659400.0
9259.700195,9377.099609,9250.349609,9282.299805,512800.0
9389.799805,9404.400391,9260.0,9380.900391,614500.0
9408.599609,9599.849609,9392.349609,9553.349609,653000.0
9753.5,9889.049805,9731.5,9859.900391,931200.0
9533.5,9533.5,9266.950195,9293.5,687500.0
9429.400391,9450.900391,9190.75,9205.599609,725200.0
9226.799805,9346.900391,9116.5,9270.900391,722200.0
9234.049805,9277.849609,9175.900391,9199.049805,708700.0
9376.950195,9382.650391,9238.200195,9251.5,609100.0
9348.150391,9439.900391,9219.950195,9239.200195,704600.0
9168.849609,9240.849609,9043.950195,9196.549805,805500.0
9584.200195,9584.5,9351.099609,9383.549805,846400.0
9213.950195,9281.099609,9119.75,9142.75,602600.0
9182.400391,9182.400391,9050.0,9136.849609,575900.0
9158.299805,9158.299805,8806.75,8823.25,773000.0
8961.700195,9030.349609,8855.299805,8879.099609,762200.0
8889.150391,9093.799805,8875.349609,9066.549805,622300.0
9079.450195,9178.549805,9056.099609,9106.25,631500.0
9067.900391,9149.599609,8968.549805,9039.25,675800.0
9099.75,9161.650391,8996.650391,9029.049805,655000.0
9082.200195,9334.0,9004.25,9314.950195,763500.0
9364.950195,9511.25,9336.5,9490.099609,837900.0
9422.200195,9598.849609,9376.900391,9580.299805,967000.0
9726.849609,9931.599609,9706.950195,9826.150391,794200.0
9880.849609,9995.599609,9824.049805,9979.099609,770200.0
10108.299805,10176.200195,10035.549805,10061.549805,794700.0
10054.25,10123.849609,9944.25,10029.099609,775100.0
10093.799805,10177.799805,10040.75,10142.150391,987100.0
10326.75,10328.5,10120.25,10167.450195,936500.0
10181.150391,10291.150391,10021.450195,10046.650391,754200.0
10072.599609,10148.75,10036.849609,10116.150391,632400.0
10094.099609,10112.049805,9885.049805,9902.0,715500.0
9544.950195,9996.049805,9544.349609,9972.900391,796300.0
9919.349609,9943.349609,9726.349609,9813.700195,716100.0
10014.799805,10046.150391,9728.5,9914.0,899900.0
9876.700195,10003.599609,9833.799805,9881.150391,685400.0
9863.25,10111.200195,9845.049805,10091.650391,622900.0
10119.0,10272.400391,10072.650391,10244.400391,892100.0
10318.75,10393.650391,10277.599609,10311.200195,685400.0
10347.950195,10484.700195,10301.75,10471.0,669200.0
10529.25,10553.150391,10281.950195,10305.299805,854800.0
10235.549805,10361.799805,10194.5,10288.900391,994200.0
10378.900391,10409.849609,10311.25,10383.0,671900.0
10311.950195,10337.950195,10223.599609,10312.400391,574500.0
10382.599609,10401.049805,10267.349609,10302.099609,556200.0
10323.799805,10447.049805,10299.599609,10430.049805,573600.0
10493.049805,10598.200195,10485.549805,10551.700195,597400.0
10614.950195,10631.299805,10562.650391,10607.349609,525200.0
10723.849609,10811.400391,10695.099609,10763.650391,571200.0
10802.849609,10813.799805,10689.700195,10799.650391,636800.0
10818.650391,10847.849609,10676.549805,10705.75,767900.0
10755.549805,10836.849609,10733.0,10813.450195,618700.0
10764.099609,10819.400391,10713.0,10768.049805,590700.0
10851.849609,10894.049805,10756.049805,10802.700195,554100.0
10750.849609,10755.650391,10562.900391,10607.349609,532400.0
10701.0,10827.450195,10577.75,10618.200195,715900.0
10706.200195,10755.299805,10595.200195,10739.950195,694400.0
10752.0,10933.450195,10749.650391,10901.700195,676900.0
10999.450195,11037.900391,10953.0,11022.200195,554300.0
11126.099609,11179.549805,11113.25,11162.25,772000.0
11231.200195,11238.099609,11056.549805,11132.599609,765100.0
11135.0,11239.799805,11103.150391,11215.450195,621600.0
11149.950195,11225.400391,11090.299805,11194.150391,678900.0
11225.0,11225.0,11087.849609,11131.799805,588100.0
11154.099609,11317.75,11151.400391,11300.549805,683900.0
11276.900391,11341.400391,11149.75,11202.849609,600700.0
11254.299805,11299.950195,11084.950195,11102.150391,677800.0
11139.5,11150.400391,11026.650391,11073.450195,642600.0
11057.549805,11058.049805,10882.25,10891.599609,680900.0
10946.650391,11112.25,10908.099609,11095.25,625700.0
11155.75,11225.650391,11064.049805,11101.650391,667600.0
11185.700195,11256.799805,11127.299805,11200.150391,600400.0
11186.650391,11231.900391,11142.049805,11214.049805,452600.0
11270.25,11337.299805,11238.0,11270.150391,492000.0
11322.25,11373.599609,11299.150391,11322.5,586100.0
11289.0,11322.0,11242.650391,11308.400391,609900.0
11334.849609,11359.299805,11269.950195,11300.450195,562400.0
11353.299805,11366.25,11111.450195,11178.400391,645100.0
11248.900391,11267.099609,11144.5,11247.099609,634000.0
11259.799805,11401.700195,11253.150391,11385.349609,579200.0
11452.150391,11460.349609,11394.099609,11408.400391,626200.0
11317.450195,11361.450195,11289.799805,11312.200195,791600.0
11409.650391,11418.5,11362.200195,11371.599609,668700.0
11412.0,11497.25,11410.650391,11466.450195,532900.0
11513.099609,11525.900391,11423.349609,11472.25,638200.0
11512.849609,11561.75,11461.849609,11549.599609,743400.0
11609.299805,11617.349609,11540.599609,11559.25,719800.0
11602.950195,11686.049805,11589.400391,11647.599609,807000.0
11777.549805,11794.25,11325.849609,11387.5,1371800.0
11464.299805,11553.549805,11366.900391,11470.25,783800.0
11478.549805,11554.75,11430.400391,11535.0,593500.0
11566.200195,11584.950195,11507.650391,11527.450195,607100.0
11354.400391,11452.049805,11303.650391,11333.849609,681300.0
11359.599609,11381.150391,11251.700195,11355.049805,560300.0
11378.549805,11437.25,11290.450195,11317.349609,572200.0
11218.599609,11298.150391,11185.150391,11278.0,728900.0
11363.299805,11464.049805,11327.400391,11449.25,679400.0
11447.799805,11493.5,11419.900391,11464.450195,554800.0
11540.150391,11568.900391,11383.549805,11440.049805,642300.0
11487.200195,11535.950195,11442.25,11521.799805,506700.0
11538.450195,11618.099609,11516.75,11604.549805,527800.0
11539.400391,11587.200195,11498.5,11516.099609,0.0
11584.099609,11584.099609,11446.099609,11504.950195,764200.0
11503.799805,11535.25,11218.5,11250.549805,602900.0
11301.75,11302.200195,11084.650391,11153.650391,672200.0
11258.75,11259.549805,11024.400391,11131.849609,714900.0
11011.0,11015.299805,10790.200195,10805.549805,706100.0
10910.400391,11072.599609,10854.849609,11050.25,559600.0
11140.849609,11239.349609,11099.849609,11227.549805,472800.0
11288.599609,11305.400391,11181.0,11222.400391,498300.0
11244.450195,11295.400391,11184.549805,11247.549805,499300.0
11364.450195,11428.599609,11347.049805,11416.950195,447700.0
11487.799805,11578.049805,11452.299805,11503.349609,530600.0
11603.450195,11680.299805,11564.299805,11662.400391,561400.0
11679.25,11763.049805,11629.349609,11738.849609,513400.0
11835.400391,11905.700195,11791.150391,11834.599609,608800.0
11852.049805,11938.599609,11805.200195,11914.200195,611100.0
11973.549805,12022.049805,11867.200195,11930.950195,522600.0
11934.650391,11988.200195,11888.900391,11934.5,458300.0
11917.400391,11997.200195,11822.150391,11971.049805,569200.0
12023.450195,12025.450195,11661.299805,11680.349609,608900.0
11727.400391,11789.75,11667.849609,11762.450195,555800.0
11879.200195,11898.25,11820.400391,11873.049805,541400.0
11861.0,11949.25,11837.25,11896.799805,453600.0
11958.549805,12018.650391,11775.75,11937.650391,623700.0
11890.0,11939.549805,11823.450195,11896.450195,544900.0
11957.900391,11974.549805,11908.75,11930.349609,502300.0
11937.400391,11942.849609,11711.700195,11767.75,519800.0
11807.099609,11899.049805,11723.0,11889.400391,616300.0
11922.599609,11929.400391,11684.849609,11729.599609,704000.0
11633.299805,11744.150391,11606.450195,11670.799805,555000.0
11678.450195,11748.950195,11535.450195,11642.400391,553700.0
11697.349609,11725.650391,11557.400391,11669.150391,568400.0
11734.450195,11836.200195,11723.299805,11813.5,674300.0
11783.349609,11929.650391,11756.400391,11908.5,667300.0
12062.400391,12131.099609,12027.599609,12120.299805,632500.0
12156.650391,12280.400391,12131.849609,12263.549805,576800.0
12399.400391,12474.049805,12367.349609,12461.049805,553400.0
12556.400391,12643.900391,12475.25,12631.099609,847500.0
12680.599609,12769.75,12571.099609,12749.150391,880500.0
12702.150391,12741.150391,12624.849609,12690.799805,622000.0
12659.700195,12735.950195,12607.700195,12719.950195,513900.0
12932.5,12934.049805,12797.099609,12874.200195,707700.0
12860.099609,12948.849609,12819.349609,12938.25,731300.0
12839.5,12963.0,12745.75,12771.700195,768800.0
12813.400391,12892.450195,12730.25,12859.049805,664000.0
12960.299805,12968.849609,12825.700195,12926.450195,633100.0
13002.599609,13079.099609,12978.0,13055.150391,571900.0
13130.0,13145.849609,12833.650391,12858.400391,679000.0
12906.450195,13018.0,12790.400391,12987.0,549800.0
13012.049805,13035.299805,12914.299805,12968.950195,1162400.0
13062.200195,13128.400391,12962.799805,13109.049805,583600.0
13121.400391,13128.5,12983.549805,13113.75,717700.0
13215.299805,13216.599609,13107.900391,13133.900391,713700.0
13177.400391,13280.049805,13152.849609,13258.549805,640500.0
13264.849609,13366.650391,13241.950195,13355.75,591700.0
13393.849609,13435.450195,13311.049805,13392.950195,543200.0
13458.099609,13548.900391,13449.599609,13529.099609,502600.0
13488.5,13503.549805,13399.299805,13478.299805,553400.0
13512.299805,13579.349609,13402.849609,13513.849609,787700.0
13571.450195,13597.5,13472.450195,13558.150391,558400.0
13547.200195,13589.650391,13447.049805,13567.849609,497600.0
13663.099609,13692.349609,13606.450195,13682.700195,462200.0
13713.549805,13773.25,13673.549805,13740.700195,416000.0
13764.400391,13772.849609,13658.599609,13760.549805,519400.0
13741.900391,13777.5,13131.450195,13328.400391,687300.0
13373.650391,13492.049805,13192.900391,13466.299805,696200.0
13473.5,13619.450195,13432.200195,13601.099609,458700.0
13672.150391,13771.75,13626.900391,13749.25,471400.0
13815.150391,13885.299805,13811.549805,13873.200195,403600.0
13910.349609,13967.599609,13859.900391,13932.599609,439600.0
13980.900391,13997.0,13864.950195,13981.950195,380700.0
13970.0,14024.849609,13936.450195,13981.75,452400.0
13996.099609,14049.849609,13991.349609,14018.5,358100.0
14104.349609,14147.950195,13953.75,14132.900391,495000.0
14075.150391,14215.599609,14048.150391,14199.5,492500.0
14240.950195,14244.150391,14039.900391,14146.25,632300.0
14253.75,14256.25,14123.099609,14137.349609,559200.0
14258.400391,14367.299805,14221.650391,14347.25,613500.0
14474.049805,14498.200195,14383.099609,14484.75,672900.0
14473.799805,14590.650391,14432.849609,14563.450195,929600.0
14639.799805,14653.349609,14435.700195,14564.849609,874000.0
14550.049805,14617.799805,14471.5,14595.599609,620200.0
14594.349609,14617.450195,14357.849609,14433.700195,789600.0
14453.299805,14459.150391,14222.799805,14281.299805,762000.0
14371.650391,14546.049805,14350.849609,14521.150391,546100.0
14538.299805,14666.450195,14517.549805,14644.700195,623100.0
14730.950195,14753.549805,14517.25,14590.349609,704600.0
14583.400391,14619.900391,14357.75,14371.900391,776800.0
14477.799805,14491.099609,14218.599609,14238.900391,618600.0
14237.950195,14237.950195,13929.299805,13967.5,660700.0
13810.400391,13898.25,13713.25,13817.549805,637900.0
13946.599609,13966.849609,13596.75,13634.599609,753200.0
13758.599609,14336.349609,13661.75,14281.200195,870500.0
14481.099609,14731.700195,14469.150391,14647.849609,915000.0
14754.900391,14868.849609,14574.150391,14789.950195,869500.0
14789.049805,14913.700195,14714.75,14895.650391,884700.0
14952.599609,15014.650391,14864.75,14924.25,935600.0
15064.299805,15159.900391,15041.049805,15115.799805,671200.0
15164.150391,15257.099609,15064.299805,15109.299805,713300.0
15119.049805,15168.25,14977.200195,15106.5,624800.0
15073.25,15188.5,15065.400391,15173.299805,500100.0
15186.200195,15243.5,15081.0,15163.299805,571800.0
15270.299805,15340.150391,15243.400391,15314.700195,456000.0
15371.450195,15431.75,15242.200195,15313.450195,648500.0
15279.900391,15314.299805,15170.75,15208.900391,504800.0
15238.700195,15250.75,15078.049805,15118.950195,770600.0
15074.799805,15144.049805,14898.200195,14981.75,712200.0
14999.049805,15010.099609,14635.049805,14675.700195,609900.0
14782.25,14854.5,14651.849609,14707.799805,744100.0
14729.150391,15008.799805,14504.5,14982.0,403800.0
15079.849609,15176.5,15065.349609,15097.349609,803900.0
14888.599609,14919.450195,14467.75,14529.150391,1103600.0
14702.5,14806.799805,14638.549805,14761.549805,507300.0
14865.299805,14959.099609,14760.799805,14919.099609,621700.0
15064.400391,15273.150391,14995.799805,15245.599609,544200.0
15026.75,15202.349609,14980.200195,15080.75,534900.0
14977.950195,15092.349609,14862.099609,14938.099609,640700.0
15002.450195,15111.150391,14919.900391,14956.200195,0.0
15049.900391,15126.849609,14925.450195,15098.400391,675300.0
15202.150391,15218.450195,15100.849609,15174.799805,404600.0
15321.150391,15336.299805,14953.599609,15030.950195,493200.0
15048.400391,15048.400391,14745.849609,14929.5,467500.0
14996.099609,15051.599609,14890.650391,14910.450195,100.0
14946.549805,14956.549805,14696.049805,14721.299805,100.0
14855.5,14875.200195,14478.599609,14557.849609,542200.0
14471.150391,14788.25,14350.099609,14744.0,919200.0
14736.299805,14763.900391,14597.849609,14736.400391,459000.0
14768.549805,14878.599609,14707.0,14814.75,474200.0
14712.450195,14752.349609,14535.0,14549.400391,456400.0
14570.900391,14575.599609,14264.400391,14324.900391,606800.0
14506.299805,14572.900391,14414.25,14507.299805,481000.0
14628.5,14876.299805,14617.599609,14845.099609,594500.0
14811.849609,14813.75,14670.25,14690.700195,463900.0
14798.400391,14883.200195,14692.450195,14867.349609,445000.0
14837.700195,14849.849609,14459.5,14637.799805,509700.0
14737.0,14779.099609,14573.900391,14683.5,475300.0
14716.450195,14879.799805,14649.849609,14819.049805,0.0
14875.650391,14984.150391,14821.099609,14873.799805,514800.0
14882.650391,14918.450195,14785.650391,14834.849609,504100.0
14644.650391,14652.5,14248.700195,14310.799805,650200.0
14364.900391,14528.900391,14274.900391,14504.799805,605100.0
14522.400391,14597.549805,14353.200195,14581.450195,568000.0
14599.599609,14697.700195,14559.0,14617.849609,577200.0
14306.599609,14382.299805,14191.400391,14359.450195,512300.0
14526.700195,14526.950195,14207.299805,14296.400391,467400.0
14219.150391,14424.75,14151.400391,14406.150391,524600.0
14326.349609,14461.150391,14273.299805,14341.349609,498100.0
14449.450195,14557.5,14421.299805,14485.0,452700.0
14493.799805,14667.549805,14484.849609,14653.049805,451800.0
14710.5,14890.25,14694.950195,14864.549805,457000.0
14979.0,15044.349609,14814.450195,14894.900391,517500.0
14747.349609,14855.450195,14601.700195,14631.099609,613900.0
14481.049805,14673.849609,14416.25,14634.150391,448900.0
14687.25,14723.400391,14461.5,14496.5,503400.0
14604.150391,14637.900391,14506.599609,14617.849609,455900.0
14668.349609,14743.900391,14611.5,14724.799805,467800.0
14816.849609,14863.049805,14765.5,14823.150391,488000.0
14928.25,14966.900391,14892.5,14942.349609,522000.0
14789.700195,14900.0,14771.400391,14850.75,647400.0
14823.549805,14824.049805,14649.700195,14696.5,643800.0
14749.400391,14749.650391,14591.900391,14677.799805,620700.0
14756.25,14938.0,14725.349609,14923.150391,546400.0
15067.200195,15137.25,15043.700195,15108.099609,583900.0
15058.599609,15133.400391,15008.849609,15030.150391,569100.0
15042.599609,15069.799805,14884.900391,14906.049805,480300.0
14987.799805,15190.0,14985.849609,15175.299805,572900.0
15211.349609,15256.25,15145.450195,15197.700195,579800.0
15291.75,15293.849609,15163.400391,15208.450195,441500.0
15257.049805,15319.900391,15194.950195,15301.450195,384000.0
15323.950195,15384.549805,15272.5,15337.849609,0.0
15421.200195,15469.650391,15394.75,15435.650391,468100.0
15437.75,15606.349609,15374.0,15582.799805,436000.0
15629.650391,15660.75,15528.299805,15574.849609,409600.0
15520.349609,15597.450195,15459.849609,15576.200195,428600.0
15655.549805,15705.099609,15611.0,15690.349609,410200.0
15712.5,15733.599609,15622.349609,15670.25,414200.0
15725.099609,15773.450195,15678.099609,15751.650391,394000.0
15773.900391,15778.799805,15680.0,15740.099609,378200.0
15766.299805,15800.450195,15566.900391,15635.349609,457900.0
15692.099609,15751.25,15648.5,15737.75,298300.0
15796.450195,15835.549805,15749.799805,15799.349609,363000.0
15791.400391,15823.049805,15606.5,15811.849609,392900.0
15866.950195,15901.599609,15842.400391,15869.25,323300.0
15847.5,15880.849609,15742.599609,15767.549805,340200.0
15648.299805,15769.349609,15616.75,15691.400391,357600.0
15756.5,15761.5,15450.900391,15683.349609,640800.0
15525.849609,15765.150391,15505.650391,15746.5,351500.0
15840.5,15895.75,15752.099609,15772.75,322200.0
15862.799805,15862.950195,15673.950195,15686.950195,287500.0
15737.299805,15821.400391,15702.700195,15790.450195,316700.0
15839.349609,15870.799805,15772.299805,15860.349609,314600.0
15915.349609,15915.650391,15792.150391,15814.700195,255100.0
15807.5,15835.900391,15724.049805,15748.450195,360300.0
15776.900391,15839.099609,15708.75,15721.5,262400.0
15755.049805,15755.549805,15667.049805,15680.0,224900.0
15705.849609,15738.349609,15635.950195,15722.200195,254800.0
15793.400391,15845.950195,15762.049805,15834.349609,207000.0
15813.75,15914.200195,15801.0,15818.25,391400.0
15819.599609,15893.549805,15779.700195,15879.650391,329300.0
15855.400391,15885.75,15682.900391,15727.900391,307900.0
15688.25,15730.849609,15632.75,15689.799805,243200.0
15766.799805,15789.200195,15644.75,15692.599609,216300.0
15794.0,15820.799805,15744.599609,15812.349609,246700.0
15808.700195,15877.349609,15764.200195,15853.950195,0.0
15872.150391,15952.349609,15855.0,15924.200195,284900.0
15958.349609,15962.25,15882.599609,15923.400391,276300.0
15754.5,15836.900391,15707.5,15752.400391,242100.0
15703.950195,15728.450195,15578.549805,15632.099609,274300.0
15736.599609,15834.799805,15726.400391,15824.049805,265300.0
15856.799805,15899.799805,15768.400391,15856.049805,294100.0
15849.299805,15893.349609,15797.0,15824.450195,267100.0
15860.5,15881.549805,15701.0,15746.450195,311000.0
15761.549805,15767.5,15513.450195,15709.400391,318600.0
15762.700195,15817.349609,15737.799805,15778.450195,401600.0
15800.599609,15862.799805,15744.849609,15763.049805,400000.0
15874.900391,15892.900391,15834.650391,15885.150391,244800.0
15951.549805,16146.900391,15914.349609,16130.75,341300.0
16195.25,16290.200195,16176.150391,16258.799805,427300.0
16288.950195,16349.450195,16210.299805,16294.599609,418200.0
16304.400391,16336.75,16223.299805,16238.200195,320100.0
16281.349609,16320.75,16179.049805,16258.25,240500.0
16274.799805,16359.25,16202.25,16280.099609,288000.0
16327.299805,16338.75,16162.549805,16282.25,277900.0
16303.650391,16375.5,16286.900391,16364.400391,280200.0
16385.699219,16543.599609,16376.299805,16529.099609,321900.0
